"band","species","beak_length","beak_depth","beak_width","recaptures"
"JP2514","scandens",14.04,9.05,7.81,0
"JP2515","magnirostris",15.06,16.45,13.205,4
"JP2516","fortis small",11.9,11.285,9.565,2
"JP2517","magnirostris",13.99,15.23,13.14,0
"JP2518","fortis large",12.05,12,10.55,0
"JP2520","fortis small",10.64,10.8,9.5,0
"JP2522","fortis large",11.66,12.62,10.4,0
"JP2523","fortis small",10.69,10.02,8.46,0
"JP2524","fortis large",12.15,12.62,10.57,0
"JP2525","magnirostris",13.16,16.36,13.75,0
"JP2527","fortis small",10.93,10.49,8.54,0
"JP2528","fortis large",13.46,14.93,12.18,0
"JP253","fortis small",10.19,8.7,8.56,0
"JP2530","fortis large",11.89,11.62,10.77,0
"JP2531","fortis large",13.12,13.27,11.81,0
"JP2532","fortis large",12.92,13.2,11.25,0
"JP2533","fortis small",11.19,11.3,9.86,0
"JP2534","fortis large",13.12,12.52,11.07,0
"JP254","fuliginosa",8.79,7.31,7.08,0
"JP2553","fortis small",11.95,11.27,10.38,0
"JP2554","fortis small",11.06,10.27,8.79,0
"JP2555","fortis large",11.78,12.35,10.68,0
"JP256","fuliginosa",8.73,7.1,7.29,6
"JP2581","fortis small",11.73,12.08,9.85,0
"JP2597","fortis large",12.415,11.935,10.215,1
"JP265","fuliginosa",8.99,6.98,6.88,0
"JP267","fuliginosa",8.635,6.785,7.05,2
"JP269","fuliginosa",7.93,7.04,6.85,0
"JP271","fuliginosa",8.4,7.05,6.95,0
"JP272","fuliginosa",8.68,6.905,6.884485954,1
"JP273","fuliginosa",8.51,7.08,7.15,0
"JP276","fuliginosa",8.73,6.97,6.98,0
"JP277","fuliginosa",8.25,7.23,6.8,0
"JP278","fuliginosa",8.12,7.18,7.04,0
"JP280","fuliginosa",8.33,6.74,6.805,2
"JP284","fuliginosa",8.25,7.13,6.81,0
"JP286","fuliginosa",8.96,6.85,6.58,0
"JP289","fuliginosa",8.4,7.07,6.78,0
"JP290","fuliginosa",9.55,7.44,7.47,0
"JP292","fuliginosa",9.2,7.02,6.8,0
"JP293","fuliginosa",8.48,6.62,6.52,0
"JP294","fuliginosa",8.62,7.36,7.25,0
"JP295","fuliginosa",8.87,6.8,6.98,0
"JP297","fuliginosa",8.36,6.79,6.81,0
"JP298","fuliginosa",8.4,6.83,6.55,0
"JP299","fuliginosa",8.23,7.44,7.23,0
"JP300","fuliginosa",8.01,6.61,6.81,0
"JP301","fuliginosa",8.21,6.83,6.54,0
"JP302","fuliginosa",9,6.69,7.06,0
"JP3022","fortis small",11.524,11.142,9.51,3
"JP3023","fortis small",10.79,9.78,8.69,0
"JP3024","fortis large",14,14.22,11.85,0
"JP3025","fortis small",10.85,10.34,9.25,0
"JP3026","fortis small",11.33,10.775,9.415,0
"JP3027","magnirostris",15.37,16.105,13.06,0
"JP3028","fortis large",11.92,11.955,10.13,1
"JP3029","fortis small",11.41,11.17,9.365,1
"JP303","fuliginosa",7.96,7,6.78,0
"JP3031","fortis small",12.23,11.12,9.4,0
"JP3032","scandens",14,8.75,8.32,0
"JP3033","fortis large",13.3933333333333,13.4833333333333,11.33,3
"JP3035","magnirostris",14.61,15.7,13.5,0
"JP3036","fortis small",11.43,10.99,9.28,0
"JP3037","fortis small",10.89,10.4,9.49,0
"JP3038","magnirostris",14.38,15.48,13.04,0
"JP3039","fortis small",11.43,10.48,9.1,0
"JP3040","fortis small",11.45,10.42,9.11,0
"JP3041","fortis small",10.91,10.76,9.63,0
"JP3042","fortis small",10.79,12.1266666666667,10.2866666666667,2
"JP3043","fortis small",10.66,10.48,8.68,0
"JP3044","fortis large",12.95,12.615,11.025,1
"JP3045","fortis small",11.8775,11.6766666666667,9.65666666666667,2
"JP3046","fortis large",13.26,14.06,11.82,0
"JP3048","fortis large",13.6475,14.455,12.065,4
"JP3049","fortis small",10.46,10.2,8.85,0
"JP305","fuliginosa",8.5225,7.175,6.9476619835,3
"JP3050","fortis large",12.32,11.81,10.29,0
"JP3051","fortis large",14.51,15.46,11.78,0
"JP3052","fortis large",12.83,13.08,11.195,6
"JP3053","fortis small",12.5,10,7.5,0
"JP3054","fortis small",12.13,11.56,10.23,0
"JP3055","magnirostris",14.92,16.74,13.88,0
"JP3056","fortis large",13.31,14.86,12.46,0
"JP3057","fortis small",10.7,11.045,9.335,1
"JP311","fuliginosa",8.39,7.06,6.76,0
"JP3111","fortis large",12.66,13.515,11.5,0
"JP3113","scandens",14.48,8.49,8.33,0
"JP3114","fortis small",9.24,10.82,10.41,0
"JP3115","fortis small",11.22,10.24,9.88,0
"JP3116","fortis small",11.5,11.35,9.74,0
"JP3117","fortis small",11.38,10.48,9.45,0
"JP3118","fortis small",11.61,10.025,9.015,1
"JP3119","magnirostris",13.58,16.24,13.75,0
"JP312","fuliginosa",8.31,6.78,6.66,0
"JP3120","fortis small",9.67,9.375,9.145,1
"JP3121","fortis small",10.85,9.57,8.54,0
"JP3124","fortis large",13.08,13.21,11.93,0
"JP3125","fortis small",10.74,10.78,9.55,0
"JP3126","fortis large",12.6,13.19,11.06,0
"JP3127","fortis large",14.14,12.91,11.54,0
"JP3128","fortis large",12.91,12.34,11.62,0
"JP3129","fortis small",10.19,10.55,9.01,0
"JP3130","scandens",13.89,8.73,7.77,0
"JP3155","fortis large",13.8,14.87,12.18,0
"JP3156","fortis small",11.99,11.23,9.21,0
"JP3157","fortis small",11.58,11.14,9.26,0
"JP3158","fortis small",11.92,10.71,9.12,0
"JP3159","fortis small",10.99,11,9.53,0
"JP3160","magnirostris",14.9533333333333,16.8533333333333,14.03,4
"JP3161","fortis small",11.15,11.77,9.8,0
"JP3162","fortis small",10.598,9.366,8.788,3
"JP3163","fortis small",11.22,10.31,8.9,0
"JP3164","fortis large",13.7325,13.035,11.1975,3
"JP3165","scandens",14.8166666666667,8.50666666666667,8.10666666666667,3
"JP3166","fortis large",12.71,12.36,9.75,0
"JP3170","fortis small",10.775,10.4,9.425,1
"JP3171","fortis large",13.2033333333333,13.86,11.63,2
"JP3173","fortis large",12.4,13.07,10.66,0
"JP3174","fortis large",12.56,12.62,10.85,0
"JP3180","fortis large",12.49,13.44,10.76,0
"JP331","fuliginosa",8.24,6.63,6.91,0
"JP3310","scandens",12,7.68,7.35,0
"JP3312","scandens",16.08,9.23,8.6718196525,2
"JP3316","fortis small",11.26,9.86,8.91,0
"JP3317","fortis large",13.03,12.9,11.01,10
"JP3318","fortis large",13.51,13.83,11.6,0
"JP332","fuliginosa",8.49,7.15,6.73,0
"JP3329","fortis small",11.27,11.56,9.695,0
"JP3331","scandens",15.63,9.67,8.63,0
"JP3332","fortis small",10.73,9.775,8.87,0
"JP3333","fortis small",11.2,10.95,9.84,0
"JP3334","fortis large",12.2366666666667,12.7566666666667,11.1366666666667,3
"JP3335","fortis small",11.345,10.15,9.235,3
"JP334","fuliginosa",8.75,6.91,6.98,0
"JP3342","fortis large",12.79,12.98,11.15,0
"JP3344","scandens",14.99,9.92,8.73,0
"JP3345","fortis small",10.73,10.92,9.69,0
"JP3346","fortis small",10.9,10.18,9.52,0
"JP335","fuliginosa",8.71,7.87,7.46,0
"JP3358","fortis small",11.38,11.19,9.68,0
"JP3359","fortis small",11.8,11.19,9.3,0
"JP336","fuliginosa",8.73,6.89,6.63,0
"JP3360","fortis small",11.35,10.95,9.62,0
"JP3374","fortis large",12.15,12.47,11.4,0
"JP3376","fortis large",12.18,12.67,10.45,0
"JP3377","fortis small",10.66,10.365,9.4127699785,2
"JP3378","fortis large",12.61,12.94,11.94,0
"JP3384","fortis small",11.28,10.78,9.2,0
"JP3385","scandens",14.3933333333333,8.64333333333333,8.20333333333333,2
"JP339","fuliginosa",8.41,6.73,7.1,0
"JP3397","fortis small",11.76,11.54,9.97,0
"JP3398","fortis large",13.05,12.53,10.52,0
"JP3399","fortis large",12.43,13.06,11.01,0
"JP340","fuliginosa",8.58,6.85,6.87,0
"JP3400","fortis large",13.61,14.35,12.66,0
"JP3401","fortis small",10.29,11.1,9.81,0
"JP3402","fortis large",12.7566666666667,12.7866666666667,11.1033333333333,1
"JP341","fuliginosa",8.23,7.05,6.96,0
"JP342","fuliginosa",9.12,7.15,7.02,0
"JP3422","scandens",15.4,9.99,9.73,0
"JP3424","fortis small",11.44,11.25,9.3,0
"JP3425","fortis small",11.46,11.21,9.78,0
"JP3426","fortis large",12.45,12.16,10.36,0
"JP343","fuliginosa",8.34,7.26,6.9,0
"JP3433","fortis small",10,9.17,8.54,0
"JP3435","fortis small",11.45,10.63,9.32,0
"JP3436","fortis small",9.8,9.2,8.84,0
"JP3441","fortis small",12.13,10.79,9.28,0
"JP3443","fuliginosa",8.86,7.87,7.25,0
"JP3444","scandens",15.08,8.36,7.99,1
"JP345","fuliginosa",9.15,7.09,7.12,0
"JP346","fuliginosa",8.96,7.22,6.85,0
"JP347","fuliginosa",8.84,7.04,7.01,0
"JP348","fuliginosa",7.18,6.65,6.46,0
"JP349","fuliginosa",8.5,6.81,6.78,0
"JP350","fuliginosa",7.52,6.65,6.78,0
"JP3508","fuliginosa",8.765,6.87,6.705,3
"JP3509","scandens",14.52,9.07,8.26,0
"JP351","fuliginosa",8.6,6.65,6.78,0
"JP3511","fortis small",11.43,10.27,8.91,0
"JP3512","fortis small",10.5,9.66,8.86,0
"JP3517","fortis small",12.19,11.19,10.14,0
"JP3532","fortis large",14.28,13.49,11.93,0
"JP3533","fortis small",10.44,10.185,9.415,1
"JP3535","fortis large",12.57,11.61,10.16,0
"JP3536","fortis small",10.69,9.03,8.13,0
"JP3537","fortis large",12.43,12.4,10.93,0
"JP3539","fortis small",12.375,11.555,10.23,1
"JP3540","fortis large",13.5,13.48,12.15,0
"JP355","fuliginosa",9.42,7.28,6.83333333333333,3
"JP3556","magnirostris",16.08,16.3,14.09,0
"JP3557","scandens",13.986,8.62,8.448,7
"JP3558","fortis small",11.16,10.56,9.84,0
"JP3559","fortis small",11.67,10.46,9.55,0
"JP3560","fortis small",12.09,10.46,9.58,0
"JP3562","fortis small",11.25,10.09,9.18,0
"JP3564","fortis small",11.59,10.42,9.77,0
"JP3565","scandens",14.31,8.81,8.44,0
"JP3566","fortis small",10.94,9.3,8.75,0
"JP3567","fortis small",10.87,9.67,8.92,0
"JP3568","fortis small",11.6,10.06,9.58,0
"JP3569","fortis small",11.29,11.18,9.81,0
"JP3570","fortis small",10.715,9.315,9.315,2
"JP3571","fortis small",10.61,10.02,8.99,0
"JP3572","fortis small",10.95,10.1,8.85,0
"JP3574","fortis large",14.69,14.47,12.74,0
"JP3577","fortis small",11.44,10.38,9.71,0
"JP3578","fortis small",10.82,9.54,9.21,0
"JP3580","fortis small",10.24,9.25,8.54,0
"JP3583","scandens",15.1,8.49,8.04,0
"JP3608","fortis small",11.825,11.3,10.225,1
"JP3609","fortis small",11.26,9.95,9.39,0
"JP3610","scandens",14.92,8.815,8.165,1
"JP3614","fortis small",11.55,10.04,9.41,0
"JP3627","magnirostris",15.19,14.93,13.3,0
"JP3630","fortis small",10.96,9.82,9.4,0
"JP3631","fortis small",10.54,9.59,9.29,0
"JP3633","fortis small",11.05,10.41,9.81,0
"JP3635","fortis small",10.44,10.17,9.25,0
"JP3638","fortis small",10.78,10.19,9.65,0
"JP3640","fortis small",11.46,10.74,9.69,0
"JP3641","fortis small",10.99,9.89,9.3,0
"JP3642","fortis large",12.4,11.99,10.77,0
"JP3643","scandens",13.84,8.49,8.46,0
"JP3646","fortis small",11.35,10.35,9.91,0
"JP3647","scandens",14.47,8.53,7.91,0
"JP3648","fortis small",11.79,10.81,9.98,0
"JP3649","fortis small",10.22,9.13,9.14,0
"JP3650","fortis small",12.09,10.92,10.39,0
"JP3652","fortis small",11.09,10.84,10.21,0
"JP3653","scandens",14.73,8.32,8.02,0
"JP3655","scandens",14.96,9.05,8.42,0
"JP3657","fortis large",13.35,13.47,11.9,0
"JP3658","fortis large",13.27,12.89,11.38,0
"JP3659","fortis small",11.62,10.6,9.59,0
"JP3664","scandens",13.63,8.63,8.39,0
"JP3665","fortis large",12.86,14.45,13.43,0
"JP3666","magnirostris",15.32,14.93,13.06,0
"JP3669","fortis small",10.81,10.13,9.69,0
"JP3671","fortis small",10.53,9.41,8.67,0
"JP3672","fortis small",11.68,9.9,9.59,0
"JP3675","fortis small",12.16,10.92,9.53,0
"JP3676","fortis small",10.83,9.81,9.06,0
"JP3677","fortis small",11.54,10.46,10.07,0
"JP3678","fortis small",10.43,9.95,9.27,0
"JP3679","fortis small",12.15,10.9,9.87,0
"JP3680","fortis small",11.3,9.34,9,0
"JP3682","fortis small",10.96,10.98,9.68,0
"JP3683","fortis small",11.34,10.25,9.98,0
"JP3684","magnirostris",15.46,15.84,13.45,0
"JP3686","fortis small",10.32,10,9.49,0
"JP3687","fortis large",13.51,13.69,11.62,0
"JP3691","fortis small",11.86,11.87,9.21,0
"JP3692","fortis small",10.5,9.65,8.74,0
"JP3694","scandens",13.48,8.61,8.19,0
"JP3696","fortis small",11.62,10.54,9.8225955735,1
"JP3698","fortis small",11.81,11,10.41,0
"JP3700","fortis small",11.03,9.99,9.36,0
"JP3737","scandens",14.2,8.43,8.47,0
"JP3738","fortis large",12.86,13.42,11.76,0
"JP3739","fortis small",10.54,9.9,9.03,0
"JP3740","magnirostris",15.46,14.59,14.12,0
"JP3742","fortis small",10.85,11.76,10.44,0
"JP3745","scandens",14.64,8.62,8.13,0
"JP3746","magnirostris",14.7,14.91,13.68,0
"JP3747","fortis small",11.97,11.39,9.72,0
"JP3748","fortis large",13.505,13.87,12.21,1
"JP3749","fortis small",10.72,9.065,8.595,2
"JP3750","fortis small",11.08,10.01,9.49,0
"JP3751","fortis large",12.84,12.49,10.98,0
"JP3752","fortis large",12.43,11.59,10.87,0
"JP3753","fortis small",11.06,10.06,9.38,0
"JP3754","fortis large",12.48,12.93,11.68,0
"JP3756","fortis small",11.02,10.17,9.2,0
"JP3758","fortis small",10.81,10.26,9.47,0
"JP3759","fortis small",11.89,11.09,10.44,0
"JP3760","scandens",14.3133333333333,8.72666666666667,8.36666666666667,2
"JP3761","fortis small",10.565,10.915,10.245,1
"JP3774","fortis small",11.35,10.22,9.48,0
"JP3776","fortis small",10.85,9.53,9.55,0
"JP3777","fortis small",10.96,9.41,8.95,0
"JP3779","fortis small",10.64,9.35,8.91,0
"JP3785","fortis small",11.46,10.84,10.1778570923333,3
"JP3790","fortis small",11.83,10.49,9.33,0
"JP3791","scandens",13.4,8.68,8.64,0
"JP3793","fortis small",11.54,10.34,9.56,0
"JP3802","fortis large",13.12,12.48,10.73,0
"JP3803","fortis small",11.55,9.87,9.39,0
"JP3804","fortis small",11.91,10.36,9.79,0
"JP3805","fortis small",11.14,9.65,9.34,0
"JP3806","fortis small",11.5,10.87,9.73,0
"JP3808","fortis small",11.1,10.25,9.52,0
"JP3809","fortis small",11.02,9.46,9.07,0
"JP3810","magnirostris",14.39,15.09,13.27,0
"JP3831","fortis small",10.79,11.59,10.61,0
"JP3832","scandens",15.19,8.14,8.26,0
"JP3835","fortis large",12.14,12.2,10.96,0
"JP3836","fortis small",11.31,9.74,9.17,0
"JP3838","scandens",13.94,8.32,8.15,0
"JP3839","fortis small",11.825,11.205,9.895,2
"JP3841","scandens",13.67,7.86,7.95,0
"JP3842","fortis small",11.21,10.8,9.82,0
"JP3844","fortis large",12.87,11.99,11.07,0
"JP3846","fuliginosa",8.74,7.86,7.24,0
"JP3847","fortis small",11.28,10.57,9.79,0
"JP3848","fortis small",11.09,9.94,10.02,0
"JP3849","scandens",13.02,7.86,7.7,0
"JP3871","fortis small",11.13,10.6,9.95,0
"JP3872","scandens",13.34,8.55,8.28,0
"JP3884","scandens",13.76,9.5,8.51,0
"JP3885","fortis small",11.85,10.54,9.83,0
"JP3886","scandens",15.67,8.25,8.05,0
"JP3887","fortis small",11.88,10.9,10.07,0
"JP3888","scandens",11.13,7.56,7.69,0
"JP3889","fortis small",11.39,10.45,9.37,0
"JP3890","fortis large",14.222,12.9,11.54,0
"JP3891","fortis small",12.2,10.72,10.07,0
"JP3892","scandens",11.93,8.78,8.38,0
"JP3893","fortis small",11.11,10.58,9.59,0
"JP3894","fortis large",13.02,12.49,11.48,0
"JP3895","fortis large",12.49,12.47,11.3,0
"JP3896","fortis large",13.3466666666667,13.2366666666667,11.9969546533333,1
"JP3897","scandens",14.5,8.86,9.18,0
"JP3898","scandens",14.45,8.42,8.17,0
"JP3899","scandens",14.8,8.33,8.31,0
"JP3900","scandens",14.64,9.09,8.94,0
"JP3901","fortis small",11.63,10.17,8.95,0
"JP391","fuliginosa",8.2,6.8,7.09,0
"JP3911","fortis small",11.05,9.97,8.82,0
"JP3912","fortis small",12.07,10.4,9.29,0
"JP3913","fortis large",12.53,11.72,10.62,0
"JP3914","fortis small",10.84,10.55,9.84,0
"JP3916","fortis small",11.45,9.76,9.07,0
"JP3919","fortis small",10.62,9.6,9.34,0
"JP392","fuliginosa",8.55666666666667,6.87,6.67,2
"JP3920","fortis small",10.86,9.64,9.53,0
"JP3921","fortis small",11,9.29,8.74,0
"JP3922","fortis small",11.75,11.62,10.83,0
"JP3923","fortis large",12.78,12.44,11.41,0
"JP3924","fortis large",13.74,12.78,10.9,0
"JP3925","fortis small",11.3,10.76,9.59,0
"JP3926","fortis small",11.34,10.5,9.88,0
"JP3927","scandens",15.59,9,8.49,0
"JP3928","scandens",13.93,8.04,8.27,0
"JP3929","fortis small",12.09,9.83,9.5,0
"JP393","fuliginosa",8.28,6.67,6.75,0
"JP3930","fortis large",12.6,12.17,10.86,0
"JP3931","fortis small",11.02,10.64,9.66,0
"JP3933","fortis small",11.855,9.41,9.215,1
"JP3934","fortis small",10.66,10.02,9.47,0
"JP3935","fortis small",10.87,10.27,9.28,0
"JP3936","scandens",14.42,8.36,8.23,0
"JP3939","fortis small",11.09,10.13,9.39,0
"JP394","fuliginosa",8.2,6.76,6.76,0
"JP3940","fortis small",10.335,10.275,9.695,1
"JP3941","fortis small",11.31,10.07,9.52,0
"JP3942","fortis small",11.82,10.62,9.74,0
"JP3943","fortis small",10.95,10.79,9.75,0
"JP3944","fortis small",10.09,8.8,8.51,0
"JP3958","fortis small",10.05,9.37,8.62,0
"JP3959","fortis large",13.86,13.12,11.94,0
"JP3960","fortis large",12.54,12.18,11.25,0
"JP3961","fortis small",11.13,10.58,9.73,0
"JP3962","fortis small",10.26,9.36,8.55,0
"JP3963","fortis large",12.5416666666667,12.38,10.825,2
"JP3964","fortis small",12.08,10.29,9.44,0
"JP3966","fortis small",10.88,9.69,9.25,0
"JP3967","fortis small",11.16,10.67,9.78316631,0
"JP3969","fortis large",13.72,12.43,11.17691146,0
"JP397","fuliginosa",8.92,7.59,7.04,0
"JP3970","scandens",12.71,8.97,8.4369352,0
"JP3971","scandens",14.54,8.19,7.819252691,0
"JP3972","fortis small",10.17,8.69,8.215203017,0
"JP3979","fortis large",12.65,11.9,10.75720411,0
"JP398","fuliginosa",8.21,6.86,7.13,0
"JP3980","fortis small",11.55,9.95,9.21299784,0
"JP3981","fortis small",10.83,9.2,8.61907235,0
"JP3982","fortis large",12.63,12.31,10.947994605,0
"JP3983","fortis large",13.52,13,11.62829483,0
"JP3985","fortis small",11.16,9.25,8.658667383,0
"JP3993","fortis small",11.12,9.92,9.553782397,1
"JP3994","fortis small",10.93,9.59,8.927913605,0
"JP3995","fortis large",13.43,13.4,11.94505509,0
"JP3996","fortis small",11.19,9.33,8.722019435,0
"JP3997","fortis small",11.4,9.89,9.165483801,0
"JP3998","fortis small",11.875,11.555,10.066380671,7
"JP3999","fortis small",10.85,9.71,9.022941683,0
"JP400","fuliginosa",8.61,7.26,6.95,0
"JP4000","fortis small",10.52,9.3,8.698262416,0
"JP4010","fortis small",11.25,10.63,9.751490284,0
"JP4011","fortis small",10.34,9.03,8.484449239,0
"JP4013","fortis small",10.91,9.77,9.070455722,0
"JP4014","fortis small",11.88,10.59,9.719814258,0
"JP4015","fortis small",10.44,10.41,9.57727214,0
"JP4016","fortis small",12.09,10.5,9.648543199,0
"JP4017","fortis small",11.44,10.64,9.75940929,0
"JP4018","fortis small",11.91,10.84,9.917789421,0
"JP4019","fortis small",12.29,10.8,9.886113395,0
"JP4020","fortis large",12.59,12.07,10.89182722,0
"JP4022","fortis small",10.23,9.26,8.666586389,0
"JP4023","fortis small",11.32,10.46,9.616867173,0
"JP4024","scandens",16.07,8.88,8.365664141,0
"JP4025","fortis small",11.07,10.05,9.292187905,0
"JP4027","fortis small",11.16,10.92,9.981141473,0
"JP4028","fortis small",11.3925,10.3125,9.30388498925,2
"JP4039","fortis small",11.61,10.8,9.886113395,0
"JP4040","fortis small",11.89,10.91,9.973222466,0
"JP4041","fortis small",11.6,10.82,9.901951408,0
"JP4042","fortis small",11.95,10.02,9.268430885,0
"JP4043","fortis small",11.48,10.07,9.308025918,0
"JP4044","scandens",14.78,8.25,7.86676673,0
"JP4045","fortis small",11.54,10.63,9.751490284,0
"JP4046","fortis small",10.16,9.65,8.975427644,0
"JP4047","fortis small",11.68,10.51,9.656462205,0
"JP4048","fortis small",10.82,9.34,8.729938442,0
"JP405","fuliginosa",8.6,7.305,7.135,4
"JP406","fuliginosa",8.74,7.27,7.13,0
"JP407","fuliginosa",8.73,7.05,7.13,0
"JP4074","scandens",15,8.9,8.381502155,0
"JP4075","fortis small",11.55,9.93,9.197159827,0
"JP4076","scandens",12.85,8.81,8.310231096,0
"JP4079","fortis small",11.48,10.085,9.4171344495,1
"JP407x","fortis small",11.08,9.85,9.133807775,0
"JP408","fuliginosa",8.99,7.02,7,0
"JP4080","fortis small",11.3,9.625,8.69936177,2
"JP4081","fortis small",11.05,10.07,9.308025918,0
"JP4082","fortis large",13.4,13.73,12.20638231,0
"JP4083","fortis small",11.29,9.46,8.82496652,0
"JP4089","scandens",15.43,8.99,8.452773213,0
"JP409","fuliginosa",8.18,7.25,6.91,0
"JP4090","fortis small",11.52,10.355,9.519850972,5
"JP4091","fortis large",12.46,12.44,11.18483046,0
"JP4092","fortis small",10.79,10.11,9.339701944,0
"JP4093","fortis small",10.63,10.82,9.901951408,0
"JP4094","fortis small",12.33,10.28,9.474325055,0
"JP4095","fortis small",11.67,10.14,9.363458964,0
"JP4096","fortis small",10.74,9.485,9.1620502145,0
"JP410","fuliginosa",8.71,7.06,6.68,0
"JP411","fuliginosa",8.93,6.81,6.69,0
"JP412","fuliginosa",8.69,7.4,7.14,0
"JP421","fuliginosa",8.24,6.93,6.94,0
"JP422","fuliginosa",7.93,7.11,6.91,0
"JP424","fuliginosa",7.95,6.76,6.91,0
"JP425","fuliginosa",8.56,6.78,6.85,0
"JP427","fuliginosa",7.7,7.39,6.79,0
"JP430","fuliginosa",8.74,7.02,7.16,0
"JP4301","fortis small",11.27,9.77,9.070455722,0
"JP4302","fortis small",11.32,9.72,9.03086069,0
"JP4303","fortis small",11.21,9.92,9.18924082,0
"JP4304","fortis small",12.22,10.1,9.331782938,0
"JP4305","fortis small",11.61,10.67,9.78316631,0
"JP4306","fortis small",10.75,9.25,8.658667383,0
"JP4307","fortis small",11.58,10.26,9.458487042,0
"JP4308","fortis small",11.19,9.72,9.03086069,0
"JP4309","fortis large",12.04,11.96,10.80471815,0
"JP431","fuliginosa",7.865,6.4675,6.22,2
"JP4310","fortis small",11.84,11.19,10.19495465,0
"JP4311","fortis small",10.33,9.97,9.24,0
"JP4312","fortis small",11.87,10.92,10.32,0
"JP4313","fortis small",11.03,10.43,10.18,0
"JP4314","scandens",13.4,8.86,8.33,0
"JP4315","fortis small",10.52,10.57,9.18,0
"JP4319","fortis small",10.8,10.73,9.53,0
"JP432","fuliginosa",8.81,7.48,6.98,0
"JP433","fuliginosa",8.31,6.85,7.06,0
"JP4332","fortis large",12.76,14.84,11.29,0
"JP4334","fortis small",10.66,9.62,9.06,0
"JP4335","fortis small",11.53,10.73,8.8,0
"JP4336","fortis large",14.2,13.11,12.09,0
"JP4337","fortis large",12.03,12.04,10.4,0
"JP4338","fortis large",11.8,12.89,10.89,0
"JP434","fuliginosa",9.7375,7.2575,6.97756074175,3
"JP4343","fortis large",13.71,14.4,11.76,0
"JP4344","fortis small",12.26,11.32,10.22,0
"JP4345","fortis small",10.55,10.71,10.38,0
"JP4346","fortis large",12.4,12.76,10.92,0
"JP4348","fortis small",11.345,10.435,9.345,5
"JP4349","fortis large",12.53,12.97,10.6,0
"JP435","fuliginosa",8.54,6.75,7,0
"JP4350","scandens",14.05,9.17,8.95,0
"JP4351","fortis small",11.02,11.11,9.53,0
"JP4352","fortis small",10.6,10.76,10.02,0
"JP4353","fortis small",10.52,9.79,9.27,0
"JP4354","fortis large",12.79,12.86,12.37,0
"JP4355","fortis small",10.69,10.65,9.32,0
"JP4356","fortis small",10.14,9.72,9.58,0
"JP4357","scandens",15.14,8.92,8.56,0
"JP436","fuliginosa",8.66,7.11,7.01,0
"JP437","fuliginosa",8.16,6.63,6.82,0
"JP4372","fortis small",10.92,10.11,9.79,0
"JP4373","magnirostris",13.99,15.45,13.01,0
"JP4374","fortis small",11.885,10.96,9.89,1
"JP4378","fortis small",11.37,10.93,9.82,0
"JP4379","fortis large",11.94,12.51,10.7,0
"JP438","fuliginosa",8.73,7.27,6.73,0
"JP4380","fortis large",13.9666666666667,13.13,11.7066666666667,1
"JP4382","fortis small",11.1,10.89,9.89,0
"JP4384","fortis small",10.935,9.885,9.465,1
"JP4385","scandens",14.28,8.44,8.605,2
"JP4387","scandens",14.195,8.57,8.8,1
"JP439","fuliginosa",8,7.27,7.02,0
"JP4390","fortis small",10.47,10.13,9.54,0
"JP4392","fortis small",11.32,11.62,10.21,0
"JP4393","fortis small",11.07,10.43,9.19,0
"JP4394","fortis large",12.5,13.53,11.33,0
"JP4395","fortis small",10.7,10.68,9.66,0
"JP4396","fortis small",10.61,10.24,8.71,0
"JP4397","fortis small",10.93,10.06,9.22,0
"JP4398","scandens",13.5,8.1,7.78,0
"JP440","fuliginosa",8.52,6.84,6.7,0
"JP4401","fortis small",11.49,11.18,10.26,0
"JP4402","fortis small",11.36,11.58,10.21,0
"JP4403","fortis large",12.28,12.82,11.13,0
"JP4404","fortis small",11.9333333333333,10.6833333333333,10.2833333333333,2
"JP4405","fortis small",10.38,8.54,8.21,0
"JP4407","scandens",15.47,8.8,8.37,0
"JP4408","scandens",14.85,8.54,8.74,0
"JP441","fuliginosa",8.97,7.33,7.2,0
"JP4410","scandens",15.33,8.58,8.37,0
"JP4412","fortis large",13.75,12.2,11.06,0
"JP4413","fortis large",13.43,13.42,11.78,0
"JP4414","fortis small",10.56,9.32,8.67,0
"JP4416","fortis small",12.2,10.23,9.63,0
"JP4417","scandens",14,8.78,8.73,0
"JP4419","scandens",12.5,8.48,8.34,0
"JP4420","fortis small",11.34,9.55,9.48,0
"JP4422","fortis small",11.485,9.76,8.845,1
"JP4423","scandens",14.54,9.57,9.51,0
"JP4424","fortis large",11.89,11.87,10.63,0
"JP4426","scandens",12.84,9.52,8.75,0
"JP4428","scandens",14.19,7.98,7.89,0
"JP4429","fortis small",11.65,9.73,9.34,0
"JP4430","fortis small",11.19,10.31,9.36,0
"JP4431","fortis large",14.36,13.64,12.01,0
"JP4439","fortis large",13.22,12.61,11.91,0
"JP4440","scandens",14.3,8.32,8.39,0
"JP4441","fortis large",12.53,11.9,11.18,0
"JP4442","fortis small",12.32,11.39,10.34,0
"JP4443","fortis large",12.52,11.81,10.89,0
"JP4444","fortis large",14.27,13.51,13.23,0
"JP4445","fortis small",10.81,10.23,9.39,0
"JP4446","fortis small",11.55,10.79,9.58,0
"JP4447","fortis small",11.59,10.37,9.32,0
"JP4448","fortis small",11.24,10.19,9.42,0
"JP4450","scandens",14.26,7.88,8.43,0
"JP4451","fortis small",12.06,10.23,9.88,0
