"band","species","beak_length","beak_depth","beak_width","recaptures"
"KGSK2066","fortis large",12.52,12.62,10.62,0
"KGSK2067","fortis small",12.26,11.14,9.47,0
"KGSK2068","fortis small",12.31,9.43,9.4,0
"KGSK2069","fortis small",11.76,10.76,9.99,0
"KGSK2070","fortis small",10.82,11.08,9.59,0
"KGSK2071","fortis small",10.4,10.52,8.76,0
"KGSK2072","fortis small",11.6,9.96,8.97,0
"KGSK2073","fortis small",11.66,10.92,10.35,0
"KGSK2074","fortis small",11.48,10.05,9.82,0
"KGSK2075","magnirostris",15.51,16.05,14.87,0
"KGSK2079","fortis small",11.75,9.21,8.79,0
"KGSK2080","fortis small",11.43,10.52,9.92,0
"KGSK2081","fortis small",10.84,10.19,9.05,0
"KGSK2082","fortis small",12.52,10.44,10.12,0
"KGSK2084","fortis small",11.81,10.83,9.28,0
"KGSK2085","scandens",13.4,8.71,8.08,0
"KGSK2086","fortis small",11.33,10.01,9.44,0
"KGSK2090","fortis small",11.29,9.68,9.28,0
"KGSK2091","fortis small",11.48,10.93,9.32,0
"KGSK2092","fortis small",12.17,11.04,9.88,0
"KGSK2093","fortis small",11.66,9.72,8.58,0
"KGSK2095","fortis large",12.79,11.86,9.87,0
"KGSK2098","fortis large",14.41,13.79,12.08,0
"KGSK2100","fortis small",12.47,11.13,9.39,0
"KGSK2101","fortis small",11.54,10.14,8.97,0
"KGSK2102","scandens",14.12,10.77,9.42,0
"KGSK2123","fortis small",11.43,11.5,10.42,0
"KGSK2124","fortis small",12.42,10.9,9.78,0
"KGSK2128","fortis small",11.28,9.55,8.99,0
"KGSK2132","fortis small",11.97,11.41,10.76,0
"KGSK2133","fortis small",12.14,10.04,9.25,0
"KGSK2134","fortis large",13.13,11.59,10.49,0
"KGSK2165","fortis large",13.12,13.53,11.49,0
"KGSK2166","fortis large",12.07,11.92,10.83,0
"KGSK2167","fortis small",11.4,11.02,9.48,0
"KGSK2168","fortis large",13.51,12.94,11.36,0
"KGSK2169","fortis large",13.32,12.11,10.49,0
"KGSK2170","fortis large",13.85,12.63,11.45,0
"KGSK2171","fortis large",13.54,11.59,10.12,0
"KGSK2172","fortis large",12.68,11.78,10.91,0
"KGSK2173","fortis small",12.02,10.48,9.13,0
"KGSK2174","fortis small",11.22,9.93,9.29,0
"KGSK2175","fortis small",10.96,10.9,10.4,0
"KGSK2177","fuliginosa",9.15,7.4,6.89,0
"KGSK2178","fortis small",12.465,10.55,9.14,1
"KGSK2179","fuliginosa",8.57,7.21,6.43,0
"KGSK2180","fortis small",11.9533333333333,10.4266666666667,9.59,1
"KGSK2181","fortis large",13.83,12.41,11.06,0
"KGSK2182","fortis small",12.33,10.88,9.76,0
"KGSK2183","fortis large",14.105,14.565,12.09,1
"KGSK2184","fortis large",13.79,12.29,11.55,0
"KGSK2185","fortis small",11.48,9.01,8.21,0
"KGSK2187","fortis small",11.08,9.82,8.82,0
"KGSK2188","fortis large",13.22,12.77,10.78,0
"KGSK2189","fortis large",14.36,13.21,11.35,0
"KGSK2190","fortis small",11.34,10.31,9.16,0
"KGSK2191","fortis large",14.54,12.73,11.73,0
"KGSK2192","fortis large",13.18,11.82,10.58,0
"KGSK2193","scandens",14.49,8.76,7.49,0
"KGSK2194","fortis large",13.27,13.33,10.765,1
"KGSK2195","magnirostris",15.1,14.99,13.02,0
"KGSK2196","fortis small",12.41,10.82,9.19,0
"KGSK2197","fortis small",12.755,10,9.105,1
"KGSK2198","fortis small",11.8,10.63,9.87,0
"KGSK2200","fortis large",13.33,12.56,11.15,0
"LF0010","scandens",14.22,8.56,8.51,0
"LF0011","scandens",14.9,8.69,8.34,0
"LF0012","fortis large",12.82,12.93,11.75,0
"LF0013","fortis small",12.265,10.735,9.36,2
"LF0014","scandens",14.84,9.08,8.64,0
"LF0016","scandens",14.42,9.62,9.07,0
"LF0018","scandens",12.56,9.19,9.16,0
"LF0019","fortis small",11.61,9.25,8.91,0
"LF0020","fortis small",12.28,11.39,10.2,0
"LF0021","fortis small",11.02,9.85,9.35,0
"LF0022","fortis small",12.005,10.25,9.4,1
"LF0023","fortis small",11.33,10.79,10.15,0
"LF0024","fortis large",12.88,12.93,11.5,0
"LF0031","fortis large",13.49,11.96,10.97,0
"LF0032","fortis large",13,13.32,11.94,0
"LF0034","fortis large",13.55,13.32,11.73,0
"LF0035","fortis large",12.93,12.53,11.39,0
"LF0037","fortis small",11.15,10.94,9.695,0
"LF0038","fortis large",12.12,11.56,11,0
"LF0039","fortis small",11.89,10.29,9.68,0
"LF0040","fortis large",12.94,12.04,11.28,0
"LF0042","fortis large",12.43,12.75,11.59,0
"LF0043","fortis large",12.69,13.34,11.8,0
"LF0044","fortis small",11.28,10.77,9.86,0
"LF0045","scandens",15.07,8.09,8.09,0
"LF0046","fortis small",10.76,9.76,9.83,0
"LF0047","fuliginosa",8.67,7.51,7.33,0
"LF0049","scandens",15.23,8.82,8.5,0
"LF0050","fortis small",11.81,10.62,9.52,0
"LF0051","fortis small",10.98,10.2,9.58,0
"LF0052","scandens",14.08,8.94,8.3,0
"LF0101","fortis large",13.54,12.8,11.51,0
"LF0102","scandens",14.65,8.07,8.17,0
"LF0103","fortis small",10.58,9.41,8.96,0
"LF0104","fortis large",12.76,12.63,11.34,0
"LF0105","fortis small",11.96,10.38,10.35,0
"LF0106","fortis small",11.95,10.78,9.51,0
"LF0107","fortis small",11.105,10.355,9.61,2
"LF0108","scandens",13.73,8.34,8.46,0
"LF0109","fortis small",11.32,9.87,8.81,0
"LF0110","fortis large",12.54,12.83,10.72,0
"LF0112","fortis small",11.81,11.16,9.48,0
"LF0114","fortis small",11.35,10.72,9.42,0
"LF0115","fortis small",10.965,9.745,9.455,1
"LF0116","fortis small",10.64,9.98,9.25,0
"LF0117","fortis small",10.78,9.74,6.64,0
"LF0118","fortis large",12.8,13.14,11.71,0
"LF0119","fortis small",11.28,11.13,10.58,0
"LF0122","fortis large",13.43,12.57,10.84,0
"LF0123","scandens",13.6733333333333,8.15,8.34333333333333,2
"LF0125","scandens",13.83,8.55,8.69,0
"LF0127","fortis large",13.03,12.69,11.06,0
"LF0128","fortis small",11.1,9.66,9.04,0
"LF0129","fortis small",11.79,11.22,10.63,0
"LF0130","fortis small",10.91,9.155,8.3,1
"LF0148","fortis small",12.26,10.9,9.92,0
"LF0149","fortis small",10.86,9.9,9.54,0
"LF0151","fortis small",11.27,10.63,9.97,0
"LF0152","fortis small",11.55,10.38,9.21,0
"LF0154","fortis large",13.35,13.69,11.93,0
"LF0155","fortis small",12.015,10.96,9.535,1
"LF0192","fortis small",11.26,9.87,9.25,0
"LF0193","fortis small",12.78,11.25,9.81,0
"LF0194","fortis small",12.16,10.97,10.08,0
"LF0195","fortis small",11.57,11.01,9.86,0
"LF0196","fortis large",12.9766666666667,12.5766666666667,11.5733333333333,0
"LF0197","scandens",14.58,8.86,8.27,0
"LF0198","fortis small",11.48,11.2,10.17,0
"LF0199","fortis small",11.91,10.2,9.82,0
"LF0201","fortis small",11.77,10.22,9.55,0
"LF0202","fortis small",11.25,11.13,9.86,0
"LF0203","fuliginosa",9.05,7.03,6.66,0
"LF0204","fortis small",11.42,10.45,9.54,0
"LF0209","fortis small",11.45,10.6,10.4,0
"LF0210","fortis large",13.33,12.67,11.4,0
"LF0211","scandens",13.71,8.8,8.56,0
"LF0212","scandens",14.495,8.74,7.9,1
"LF0213","scandens",14.61,8.64,8.62,0
"LF0215","fortis small",11.4,10.05,9.3,0
"LF0216","fortis small",11.42,9.82,9.12,0
"LF0217","fortis small",12.01,10.73,9.8,0
"LF0219","fortis small",10.69,9.36,8.58,0
"LF0220","fortis large",12.43,12.09,10.93,0
"LF0221","fortis small",11.55,9.61,9.17,0
"LF0224","fortis large",12.97,13.495,12.6,0
"LF0225","fortis small",11.11,10.52,9.75,0
"LF0226","fortis small",11.82,10.03,9.12,0
"LF0227","fortis small",12.2,10.77,10.08,0
"LF0228","fortis large",12.29,11.28,11.07,0
"LF0229","fortis small",11.92,10.62,10.2,0
"LF0230","fortis small",10.61,9.43,9.08,0
"LF0231","fortis small",11.4,10.74,9.665,0
"LF0232","fortis small",11.27,9.59,9.33,0
"LF0233","scandens",14.19,8.31,8.44,0
"LF0234","fortis large",12.81,13.05,11.49,0
"LF0237","fortis large",12.96,11.96,10.83,0
"LF0238","fuliginosa",8.89,7.06,7.16,0
"LF0239","fortis large",13,13.06,11.48,0
"LF0240","fortis small",10.375,9.775,8.78,0
"LF0241","fortis small",11.27,10.08,9.31,0
"LF0242","fortis small",11.985,11.34,10.15,1
"LF0243","fortis large",12.61,11.99,11.09,0
"LF0248","fortis small",11.72,9.97,8.97,0
"LF0277","fortis small",12.13,10.89,9.81,0
"LF0278","scandens",13.8,8.71333333333333,7.68666666666667,0
"LF0279","fortis large",13.55,13,11.75,0
"LF0281","fuliginosa",8.81,7.13,7,0
"LF0282","fortis small",11.93,10.8,10.03,0
"LF0284","fortis small",12.68,10.15,9.29,0
"LF0285","scandens",15.15,9.045,8.8,0
"LF0286","fortis small",11.87,10.13,9.85,0
"LF0287","fuliginosa",9.68,7.51,7.24,0
"LF0288","fuliginosa",8.57,6.69,6.94,0
"LF0367","fortis large",13.64,13.02,12.13,0
"LF0377","fortis small",11.33,11.26,10.37,0
"LF0378","fortis large",11.93,12.42,11.17,0
"LF0379","fortis small",11.8,11.95,10.24,0
"LF0380","fortis large",13.26,13.62,10.82,0
"LF0381","fortis small",12.24,10.77,9.905,0
"LF0382","fortis small",11.3,9.9,8.67,0
"LF0383","fortis large",13.32,13.52,11.76,0
"LF0384","scandens",14.415,9.11,8.645,0
"LF0385","fortis small",11.36,10.3,9.1,0
"LF0386","fortis large",13.36,12.65,10.83,0
"LF0387","scandens",14,8.32,7.64,0
"LF0388","fortis small",12.4,10.55,9.41,0
"LF0389","fortis large",12.69,11.63,10.43,0
"LF0390","fortis small",11.55,10.98,9.79,0
"LF0391","fortis small",12.01,9.97,9.43,0
"LF0392","fortis small",11.11,11.23,9.73,0
"LF0393","fortis small",11.87,10.59,9.08,0
"LF0394","fortis small",10.62,9.92,9.05,0
"LF0395","fortis small",12.46,9.97,9.54,0
"LF0397","fortis small",11.73,10.6,9.82,0
"LF0398","fortis small",10.015,9.21,8.285,1
"LF0399","scandens",13.52,8.34,7.94,0
"LF0400","fortis small",11.39,10.45,8.81,0
"LF0436","fortis small",10.39,9.72,9.35,0
"LF0437","fortis small",11.778,10.98,9.604,2
"LF0438","scandens",13.26,8.64,8.39,0
"LF0440","fortis small",12.05,10.97,9.8,0
"LF0441","fortis small",11.47,10.7,9.91,0
"LF0442","fortis small",10.84,10.04,9.47,0
"LF0443","scandens",14.09,8.41,8.47,0
"LF0488","fortis small",11.59,10.08,9.59,0
"LF0490","fortis small",11.09,10.79,9.43,0
"LF0491","fortis large",12.44,11.95,10.4,0
"LF0492","fortis small",11.52,9.97,8.88,0
"LF0493","fortis small",11.1,10.18,9.88,0
"LF0494","scandens",13.97,8.29,8.15,0
"LF0495","scandens",14.11,8.39,8.945,1
"LF0496","fortis small",10.81,9.34,8.63,0
"LF0497","fortis small",11.42,9.98,9.42,0
"LF0499","fortis small",12,11.56,10.54,0
"LF0833","fortis small",12.2,10.92,9.77,0
"LF0834","fortis small",10.6,9.87,8.61,0
"LF0835","fortis small",11.78,10.56,9.66,0
"LF0836","fortis small",11.43,11.68,10.53,0
"LF0837","fortis large",12.16,12.08,10.31,0
"LF0838","fortis large",13.26,13.77,11.63,0
"LF0839","fortis small",11.71,11.09,9.67,0
"LF0841","fortis small",12.41,11.53,10.14,0
"LF0842","fortis large",12.55,11.73,10.3,0
"LF0844","fortis large",13.82,13.61,11.09,0
"LF0845","scandens",13.39,7.9,7.83,2
"LF0846","fortis large",13.64,13.35,11.52,0
"LF0847","fortis small",11.06,10.7,9.11,0
"LF0848","fortis large",12.8,13,11.1,0
"LF0849","fortis small",11.38,11.14,10.27,0
"LF0850","scandens",13.81,8.22,7.97,0
"LF0851","scandens",14.43,8.58,7.98,0
"LF0852","fortis large",12.61,12.67,10.8,0
"LF0853","fortis small",10.72,9.97,8.86,0
"LF0854","magnirostris",14.82,17.53,14.47,0
"LF0855","fortis large",13.35,13.08,11.45,0
"LF0856","fortis large",12.57,13.35,11.63,0
"LF0857","fortis large",12.81,13.36,11.37,0
"LF0858","fortis large",11.86,11.99,10.79,0
"LF0859","scandens",13.95,8.59,8.39,0
"LF0860","fortis large",13.69,14.09,12.4,0
"LF0862","fortis small",11.13,10.02,8.65,0
"LF0864","scandens",14.19,8.34,8.22,0
"LF0871","fortis small",11.77,10.41,9.43,0
"LF0872","fortis large",12.52,12.34,10.65,0
"LF0873","fortis small",11.2,10.91,10.25,0
"LF0875","fortis small",10.61,10.48,8.85,0
"LF0876","fortis small",11.37,9.71,9.33,0
"LF0877","fortis large",13.55,14.62,11.71,0
"LF0879","fortis small",11.12,10.9,9.81,0
"LF0881","fortis large",11.9,11.76,10.6,0
"LF0882","fortis small",11.43,10.78,9.89,0
"LF0883","fortis small",11.62,10.18,8.87,0
"LF0884","fortis small",12.12,11.59,10.36,0
"LF0885","fortis large",12.66,12.21,10.23,0
"LF0886","fortis small",11.88,10.91,9.56,0
"LF0887","fortis large",12.27,12.03,10.35,0
"LF0888","fortis large",13.34,12.94,11.24,0
"LF0889","fortis large",12.71,13.4,11.38,0
"LF0890","fortis large",12.32,12.46,11.3,0
"LF0891","fortis small",11.19,10.05,9.12,0
"LF0892","fortis small",11.73,10.89,9.85,0
"LF0893","fortis small",12.17,11.63,10.33,0
"LF0894","fortis large",12.2,12.41,10.56,0
"LF0901","scandens",14.93,9.32,8.7,0
"LF0902","fortis large",12.69,12.74,11.3,0
"LF0903","fortis large",12.66,12.84,10.94,0
"LF0904","fortis small",10.6266666666667,10.43,9.35333333333333,1
"LF0905","fortis small",12.04,11.1,9.86,0
"LF0906","fortis small",10.62,10.06,8.57,0
"LF0914","fortis small",11.36,10.22,9.44,0
"LF0915","scandens",14.12,8.42,7.87,0
"LF0916","fortis small",11.52,10.47,9.52,0
"LF0917","fortis small",11.83,10.65,9.78,0
"LF0918","fortis large",12.27,12.19,10.77,0
"LF0919","fortis small",11.54,10.77,9.86,0
"LF0920","fortis small",11.71,11.13,10.21,0
"LF0921","scandens",14.89,8.08,8.22,0
"LF0922","fortis small",11.38,11.67,9.6,0
"LF0923","fortis large",13.015,12.53,11.53,0
"LF0924","magnirostris",14.02,15.29,13.37,0
"LF0925","fortis small",10.74,9.59,8.95,0
"LF0926","fortis small",11.01,9.56,8.55,0
"LF0927","fortis small",11.66,10.32,8.73,0
"LF0928","fortis small",11.83,9.55,8.86,0
"LF0929","fortis large",13.86,14.57,11.93,0
"LF0930","fortis small",11.59,11.4,8.83,0
"LF0931","fortis large",12.33,12.05,10.12,0
"LF0932","fortis small",11.33,10.11,9.36,0
"LF0933","scandens",14.56,8.77,8.75,0
"LF0934","scandens",13.87,8.88,8.32,0
"LF0936","fortis small",10.3,10.02,8.48,0
"LF0937","fortis small",10.18,9.93,8.64,0
"LF0938","fortis small",11.02,10,8.88,0
"LF0941","scandens",14.39,7.81,7.58,0
"LF0942","scandens",13.52,7.99,8.03,0
"LF0943","fortis small",10.89,9.73,8.96,0
"LF0944","fortis large",13.92,13.62,12.59,0
"LF0945","fortis large",12.12,12.2,10.03,0
"LF0946","scandens",13.11,8.18,7.86,0
"LF0947","fortis small",11.18,10.38,9.12,0
"LF0948","scandens",14.6,8.55,8.06,0
"LF0949","fortis small",11.21,11.1,9.51,0
"LF0950","fortis small",10.81,9.91,9.29,0
"LF0951","scandens",14.55,8.04,7.41,0
"LF0952","fortis small",11.83,10.98,9.92,0
"LF0975","fortis small",11.77,10.43,9.46,0
"LF0976","fortis small",12.92,11.29,10.07,0
"LF0977","fortis small",11.21,9.94,9.06,0
"LF0978","fortis small",11.55,10.4,8.94,0
"LF0979","fuliginosa",7.72,6.63,6.54,0
"LF0980","scandens",14.31,8.8,8.31,0
"LF0981","scandens",13.99,8.12,7.77,0
"LF0982","fortis small",11.06,9.85,9.14,0
"LF0984","fortis small",11.18,10.99,10.01,0
"LF0985","scandens",13.52,8.38,7.71,0
"LF0986","fortis small",11.16,9.99,9.29,0
"LF0987","fortis small",10.63,10.25,9.35,0
"LF0989","fortis large",12.36,11.91,10.72,0
"LF1211","fortis small",11.77,11,10.14,0
"LF1214","scandens",13.3,8.11,8.05,0
"LF1215","fortis small",12.22,10.84,9.68,0
"LF1216","fortis small",12.1,10.42,9.44,0
"LF1217","fortis small",11.695,10.265,9.17,0
"LF1219","fortis small",11.235,9.705,8.945,0
"LF1220","fortis small",10.76,10.14,9.4,0
"LF1221","fortis large",12.71,12.03,11.09,0
"LF1222","fortis small",11.44,9.67,9.23,0
"LF1223","fortis small",12.55,11.53,10.08,0
"LF1224","fortis small",10.76,9.68,9.03,0
"LF1225","fortis small",12.31,11.26,10.02,0
"LF1226","fortis small",11.025,10.23,9.705,0
"LF1228","fortis small",11.53,9.67,9.02,0
"LF1229","fortis small",12.21,10.79,9.78,0
"LF1230","fortis small",10.54,9.42,8.65,0
"LF1231","fortis large",12.49,12.35,11.64,0
"LF1232","fortis small",11,10.09,9.38,0
"LF1233","fortis large",13.57,13.4,11.72,0
"LF1234","fortis small",12.34,11.09,10.37,0
"LF1236","fortis small",11.35,9.8,9.06,0
"LF1237","fortis large",13.05,12.26,10.74,0
"LF1239","fortis small",11.93,10.8,10.48,0
"LF1240","fortis small",11.41,10.89,9.7,0
"LF1241","fortis large",12.6,11.55,10.96,0
"LF1242","fortis large",12.83,13.5,11.57,0
"LF1243","fortis large",12.44,11.5,10.94,0
"LF1244","scandens",13.38,8.005,7.795,0
"LF1246","fortis large",12.695,12.72,11.5,0
"LF1247","fortis large",13.64,12.87,11.46,0
"LF1248","fortis small",11.615,11.115,9.97,0
"LF1249","fortis large",13.395,12.675,11.5,0
"LF1250","fortis large",12.885,12.735,11.675,0
"LF1266","scandens",14.965,8.465,7.945,1
"LF1267","fortis large",12.68,12.07,10.76,0
"LF1268","fortis large",13.2266666666667,12.4433333333333,11.14,0
"LF1271","fortis large",12.43,11.98,10.97,0
"LF1272","fortis small",11.49,10.68,9.95,0
"LF1273","fortis small",11.06,10.825,9.695,0
"LF1274","scandens",12.97,7.68,7.74,0
"LF1275","fortis small",11.02,9.75,9.15,0
"LF1276","fortis small",10.65,9.05,9.04,0
"LF1277","fortis large",12.42,12.615,9.94,1
"LF1278","fortis small",11.075,9.915,9.355,0
"LF1279","scandens",13,8.46,9.1,0
"LF1281","fortis small",11.54,9.91,9.17,0
"LF1282","fortis large",12.96,12.77,11.7,0
"LF1283","fortis large",12.93,11.57,10.37,0
"LF1284","fortis large",13.14,13.26,12.01,0
"LF1285","fortis large",12.86,11.91,10.79,0
"LF1286","fortis small",10.74,8.45,7.63,0
"LF1287","magnirostris",14.13,15.83,12.94,0
"LF1288","fuliginosa",8.34,7.03,6.53,0
"LF1289","fortis small",11.54,11.12,9.73,0
"LF1290","fortis small",12.77,11.29,9.81,0
"LF1291","fortis small",11.11,9.54,9.22,0
"LF1292","magnirostris",14.23,14.51,11.94,0
"LF1293","fortis small",12.14,10.28,9.52,0
"LF1294","fortis small",12.25,10.95,9.62,0
"LF1295","fortis small",12.01,10.67,9.26,0
"LF1296","scandens",14.82,9.2,8.69,1
"LF1297","fortis small",11.14,10.44,9.25,0
"LF1298","fortis small",12.07,10.11,9.8,0
"LF1299","fortis large",13.16,13.02,10.4,0
"LF1300","fortis small",11.73,11.23,9.75,0
"LF1330","scandens",15.65,8.82,7.83,0
"LF1401","fortis small",11.86,10.25,9.09,0
"LF1403","fortis small",11.02,9.26,8.65,0
"LF1404","fortis small",11.075,9.89,8.215,1
"LF1405","fortis small",11.63,10.14,9.34,0
"LF1406","fortis small",12.01,11.58,9.96,0
"LF1408","fortis small",12.09,10.3,8.75,0
"LF1409","fortis small",11.8,10.95,9.28,0
"LF1410","fortis small",11.68,10.79,9.47,0
"LF1411","fortis small",11.53,9.38,8.44,0
"LF1412","fortis large",13.63,11.34,10.12,0
"LF1413","fortis small",12.21,11.57,10.31,0
"LF1414","scandens",14.23,8.55,8.45,0
"LF1415","fortis large",12.52,11.3933333333333,10.3933333333333,0
"LF1416","fortis small",11.48,9.99,9.55,0
"LF1418","fortis small",12.06,11.07,9.85,0
"LF1419","fortis small",11.55,10.64,9.91,0
"LF1421","fortis small",12.45,10.72,9.51,0
"LF1422","fortis small",10.84,10.6,8.88,0
"LF1423","scandens",15.31,8.42,8.16,0
"LF1424","fortis small",11.23,10.77,9.42,0
"LF1425","fortis large",12.36,11.91,11.21,0
"LF1427","fortis large",13.46,13.2,11.44,0
"LF1428","fortis small",11.68,10.79,9.78,0
"LF1429","fortis small",12.41,11.05,9.52,0
"LF1431","fortis small",12.18,10.95,9.9,0
"LF1432","fortis small",11.6,10.48,9.42,0
"LF1433","fortis small",10,9.47,8.56,0
"LF1434","fortis small",11.65,9.9,9.35,0
"LF1438","fortis large",13.83,14.47,12.1,0
"LF1439","fortis small",12.06,11.75,9.77,0
"LF1445","fortis small",12.03,10.19,9.06,0
"LF1446","fortis small",11.39,10.02,9.32,0
"LF1447","fortis small",11.66,10.76,9.73,0
"LF1448","fortis small",11.395,11.06,9.5,1
"LF1449","fortis small",11.25,10.35,9.67,0
"LF1450","fortis small",11.35,9.6,8.5,0
"LF1453","fortis large",13.47,13.265,11.395,0
"LF1454","fortis small",12.3,11.42,10.44,0
"LF1455","fortis large",13.62,13.49,11.9,0
"LF1456","fortis small",11.28,9.51,9.08,0
"LF1457","fortis small",10.64,10.25,8.81,0
"LF1458","fortis large",13.02,11.77,10.27,0
"LF1459","fortis large",14.02,13.56,11.59,0
"LF1460","fortis small",11.89,11.36,9.73,0
"LF1461","fortis small",12.54,11,9.31,0
"LF1462","fortis large",13.47,11.55,10.95,0
"LF1463","fortis large",12.34,11.54,10.46,0
"LF1464","fortis small",11.96,9.96,9.09,0
"LF1465","fortis small",12.11,11.55,9.41,0
"LF1467","fortis small",11.24,9.22,8.81,0
"LF1468","fortis small",12.4,10.98,9.84,0
"LF1469","scandens",15.59,8.84,8.45,0
"LF1470","fortis small",12.77,11.07,9.46,0
"LF1471","fortis small",12.46,10.75,8.98,0
"LF1472","scandens",14.12,8.69,8.15,0
"LF1473","scandens",14.69,8.51,8.43,0
"LF1474","fortis small",11.76,10.59,9.44,0
"LF1475","fortis small",11.32,10.11,8.87,0
"LF1476","fortis large",11.87,13.31,11.39,0
"LF1477","fortis small",12.46,10.66,9.52,0
"LF1478","fortis small",11.62,10.21,9.19,0
"LF1479","fortis small",13.02,10.44,8.93,0
"LF1480","fortis small",12.14,11.21,10.14,0
"LF1481","fortis small",12.49,10.78,9.56,0
"LF1482","fortis small",12.19,10.68,9.02,0
"LF1483","fortis small",12.31,10.82,9.15,0
"LF1484","fortis small",11.65,10.11,9.01,0
"LF1485","fortis small",11.49,11.45,10.13,0
"LF1486","fortis small",11.73,10.53,9.16,0
"LF1487","fortis small",11.96,10.17,9.49,0
"LF1488","fortis small",11.3266666666667,9.56,8.64666666666667,1
"LF1489","fortis small",12.79,11.29,10.24,0
"LF1490","fortis large",13.24,13.04,11.62,0
"LF1491","fortis large",12.76,12.34,10.74,0
"LF1492","fortis small",12.1,11.65,9.82,0
"LF1493","fortis large",13.93,12.47,10.87,0
"LF1494","fortis small",10.67,10.09,9.03,0
"LF1495","fortis large",12.76,14.35,11.99,0
"LF1496","fortis small",12.11,11.74,9.29,0
"LF1497","fortis large",12.52,11.86,10.99,0
"LF1498","fortis large",14.02,12.86,11.77,0
"LF1499","fortis small",11.565,11.01,9.685,0
"LF1500","fortis small",12.16,10.76,9.51,0
"LF4101","scandens",15.215,9.855,8.425,0
"LF4102","fortis small",11.19,10.55,9.2,0
"LF4103","fortis small",11.15,10.09,8.58,0
"LF4104","fortis small",11,10.09,9.21,0
"LF4105","fortis small",11.92,11.12,9.47,0
"LF4107","fortis small",10.96,10.76,9.42,0
"LF4108","fortis small",10.53,10.82,8.83,0
"LF4109","scandens",15.03,8.08,7.56,0
"LF4110","fortis small",11.73,10.87,10.4,0
"LF4111","scandens",13.44,8.4,7.78,0
"LF4112","fortis small",10.79,11.16,8.84,0
"LF4113","scandens",14.53,10.1,8.35,0
"LF4114","scandens",13.62,8.33,7.91,0
"LF4115","scandens",15.34,8.51,7.62,0
"LF4116","fortis small",11.05,10.53,9.7,0
"LF4117","fortis small",11.92,11.43,10.13,0
"LF4141","fortis large",12.42,11.48,13.42,0
"LF4142","fortis small",11.33,10.34,9.13,0
"LF4143","fortis small",12.05,11.82,9.69,0
"LF4145","fortis small",10.55,9.07,8.8,0
"LF4146","fortis small",12.06,10.25,9.77,0
"LF4147","fortis large",13.71,14.66,11.71,0
"LF4148","fortis small",11.38,11.41,9.82,0
"LF4149","fortis small",10.9,10.29,9.04,0
"LF4150","scandens",13.7,8.53,8.13,0
"LF4151","fortis large",14.1,13.18,11.14,0
"LF4153","fuliginosa",9.4,7.38,7.49,0
"LF4154","scandens",13.06,7.92,8.28,0
"LF4155","fortis large",12.63,13.48,11.08,0
"LF4157","scandens",15.21,9.08,8.34,0
"LF4158","fortis large",12.7,12.79,10.87,0
"LF4159","fortis small",11.63,11.31,9.3,0
"LF4161","scandens",14.4,9.76,8.98,0
"LF4162","scandens",14.69,10.11,8.31,0
"LF4164","scandens",13.08,8.75,7.845,0
"LF4165","fortis small",12.28,10.72,9.05,0
"LF4167","scandens",14.61,9.88,8.09,0
"LF4168","fortis small",11.09,12.1,10.01,0
"LF4169","scandens",15,9.62,8.42,0
"LF4170","fortis small",11.48,10.85,9.87,0
"LF4171","fortis small",10.66,9.98,8.7,0
"LF4172","scandens",13.4,8.75,8.05,0
"LF4173","scandens",14.45,8.66,8.02,0
"LF4176","scandens",15.07,8.29,8.02,0
"LF4178","fortis small",11.32,10.68,10.01,0
"LF4180","fortis large",13.12,14.06,11.93,0
"LF4193","scandens",14.77,9.62,8.16,0
"LF4196","scandens",14.63,9.28,8.2,0
"LF4197","fortis large",14.0842857142857,14.0414285714286,11.9,0
"LF4198","fortis small",11.43,10.67,9.15,0
"LF4199","fortis small",11.58,8.965,8.155,0
"LF5002","fuliginosa",8.96,7.305,6.85,0
"LF5003","fuliginosa",8.75,6.69,6.57,0
"LF5005","fuliginosa",8.28,7.17,6.66,0
"LF5009","fuliginosa",8.42,6.87,7.07,0
"LF5010","fuliginosa",8.91,6.95,7.07,0
"LF5012","fuliginosa",8.07,6.39,6.17,0
"LF5013","fuliginosa",8.62,6.87,6.56,0
"LF5014","fuliginosa",8.86,7.13,6.93,0
"LF5016","fuliginosa",8.34,7.19,6.97,0
"LF5017","fuliginosa",8.56,7.02,6.76,0
"LF5018","fuliginosa",9.08,7.44666666666667,7.51333333333333,1
"LF5019","fuliginosa",7.95,6.83,6.72,0
"LF5020","fuliginosa",9.27,7.058,6.948,2
"LF5021","fuliginosa",8.95,7.5,6.9,0
"LF5167","fuliginosa",8.865,6.925,7.035,0
"LF5168","fuliginosa",8.15666666666667,6.88333333333333,6.26666666666667,1
"LF5169","fuliginosa",8.09,6.71,6.8,0
"LF5170","fuliginosa",9.05,7.05333333333333,6.69666666666667,0
"LF5171","fuliginosa",8.27,6.62,6.305,0
"LF5172","fuliginosa",8.24,7.02,7.465,0
"LF5174","fuliginosa",8.56,7.07,6.65,0
"LF5175","fuliginosa",9.01,7.73,6.94,0
"LF5176","fuliginosa",9.03,7.695,7.4,0
"LF5177","fortis small",10.32,9.29,8.67,0
"LF5178","fuliginosa",9.1,7.44,6.67,0
"LF5179","fuliginosa",9.46,7.4,6.81,0
"LF5180","fuliginosa",9.84,7.59,7.19,0
